"Markettype","Trddt","Dnvaltrdtl"
"8","2016-08-30","235767355.500"
"2","2016-08-30","23599315.000"
"16","2016-08-30","78025968862.670"
"1","2016-08-30","163721915918.000"
"4","2016-08-30","180329725100.990"
"8","2016-08-31","187873856.750"
"2","2016-08-31","29400281.000"
"16","2016-08-31","79190303241.020"
"1","2016-08-31","168790641090.000"
"4","2016-08-31","192813149991.680"
"8","2016-09-01","189134171.570"
"2","2016-09-01","24724599.000"
"16","2016-09-01","80316986015.120"
"1","2016-09-01","176928906366.000"
"4","2016-09-01","197306529354.560"
"8","2016-09-02","174648746.630"
"2","2016-09-02","20824068.000"
"16","2016-09-02","78164249977.700"
"1","2016-09-02","170453684802.000"
"4","2016-09-02","182010364456.560"
"8","2016-09-05","286868598.800"
"2","2016-09-05","21812903.000"
"16","2016-09-05","72522011002.550"
"1","2016-09-05","161098124339.000"
"4","2016-09-05","176065828285.820"
"8","2016-09-06","287033897.210"
"2","2016-09-06","32565610.000"
"16","2016-09-06","100947641841.180"
"1","2016-09-06","192840428562.000"
"4","2016-09-06","238229013055.860"
"8","2016-09-07","343445418.690"
"2","2016-09-07","39707281.000"
"16","2016-09-07","103235961464.140"
"1","2016-09-07","206897166700.000"
"4","2016-09-07","250000698731.300"
"8","2016-09-08","201383710.440"
"2","2016-09-08","26284067.000"
"16","2016-09-08","80711211211.720"
"1","2016-09-08","165769087040.000"
"4","2016-09-08","202245404717.470"
"8","2016-09-09","262262432.880"
"2","2016-09-09","36274437.000"
"16","2016-09-09","83363178304.440"
"1","2016-09-09","181814184084.000"
"4","2016-09-09","215538462159.060"
"8","2016-09-12","326186079.960"
"2","2016-09-12","64582550.000"
"16","2016-09-12","85731820138.010"
"1","2016-09-12","221415906732.000"
"4","2016-09-12","232289000578.430"
"8","2016-09-13","309969642.220"
"2","2016-09-13","23578859.000"
"16","2016-09-13","66241787674.850"
"1","2016-09-13","152634072755.000"
"4","2016-09-13","177665667673.470"
"8","2016-09-14","281933752.720"
"2","2016-09-14","29450191.000"
"16","2016-09-14","60399623360.490"
"1","2016-09-14","147952584255.000"
"4","2016-09-14","166138875501.390"
"8","2016-09-19","195727851.650"
"2","2016-09-19","24206315.000"
"16","2016-09-19","57115933551.250"
"1","2016-09-19","133006899932.000"
"4","2016-09-19","155157338062.220"
"2","2016-09-20","19890592.000"
"8","2016-09-20","231824012.080"
"16","2016-09-20","58750580034.300"
"1","2016-09-20","139529245043.000"
"4","2016-09-20","157504133878.560"
"2","2016-09-21","24802681.000"
"8","2016-09-21","214485179.770"
"16","2016-09-21","57269330180.880"
"1","2016-09-21","133967808868.000"
"4","2016-09-21","160115652937.860"
"2","2016-09-22","37278961.000"
"8","2016-09-22","295238890.340"
"16","2016-09-22","61945057269.630"
"1","2016-09-22","158781686522.000"
"4","2016-09-22","196121963871.600"
"8","2016-09-23","193683175.170"
"2","2016-09-23","48915538.000"
"16","2016-09-23","63659931943.390"
"1","2016-09-23","147050515841.000"
"4","2016-09-23","184727538434.020"
"2","2016-09-26","48535115.000"
"8","2016-09-26","220410855.740"
"16","2016-09-26","68205945555.490"
"1","2016-09-26","161933662807.000"
"4","2016-09-26","194549863700.990"
"2","2016-09-27","33296745.000"
"8","2016-09-27","139111993.860"
"16","2016-09-27","59577680048.010"
"1","2016-09-27","133150718995.000"
"4","2016-09-27","157315011983.210"
"2","2016-09-28","35249612.000"
"8","2016-09-28","108936061.730"
"16","2016-09-28","51069165545.780"
"1","2016-09-28","116202368325.000"
"4","2016-09-28","137680494280.640"
"2","2016-09-29","41743132.000"
"8","2016-09-29","167523137.160"
"1","2016-09-29","122450268609.000"
"4","2016-09-29","146640597652.450"
"16","2016-09-29","53909913150.170"
"2","2016-09-30","36176086.000"
"8","2016-09-30","211727958.770"
"1","2016-09-30","112553352513.000"
"4","2016-09-30","137725988051.910"
"16","2016-09-30","48014445100.690"
"2","2016-10-10","54158284.000"
"8","2016-10-10","261546563.910"
"1","2016-10-10","175160134391.000"
"4","2016-10-10","199387091069.510"
"16","2016-10-10","79254612030.580"
"2","2016-10-11","49577205.000"
"8","2016-10-11","425630067.490"
"1","2016-10-11","183456581690.000"
"4","2016-10-11","205393613891.350"
"16","2016-10-11","74087587596.170"
"2","2016-10-12","34539241.000"
"8","2016-10-12","209180469.060"
"1","2016-10-12","159752315217.000"
"4","2016-10-12","196567198026.180"
"16","2016-10-12","68693591902.350"
"2","2016-10-13","39610310.000"
"8","2016-10-13","202574995.450"
"1","2016-10-13","166071359347.000"
"4","2016-10-13","195696707126.830"
"16","2016-10-13","70015845513.120"
"2","2016-10-14","33404065.000"
"8","2016-10-14","164493703.160"
"1","2016-10-14","163569928978.000"
"4","2016-10-14","187909080076.320"
"16","2016-10-14","71744110731.990"
"2","2016-10-17","171203307.000"
"8","2016-10-17","479772439.590"
"1","2016-10-17","179444327002.000"
"4","2016-10-17","208585285034.760"
"16","2016-10-17","75275322880.830"
"2","2016-10-18","99572121.000"
"8","2016-10-18","430300959.400"
"1","2016-10-18","195367431473.000"
"4","2016-10-18","211533663135.860"
"16","2016-10-18","75480901177.810"
"2","2016-10-19","68910467.000"
"8","2016-10-19","282999934.260"
"1","2016-10-19","197018354339.000"
"4","2016-10-19","218518151774.370"
"16","2016-10-19","79193330640.920"
"2","2016-10-20","34192484.000"
"8","2016-10-20","228314783.140"
"1","2016-10-20","177444916245.000"
"4","2016-10-20","212600164247.040"
"16","2016-10-20","84494013729.790"
"2","2016-10-21","52401670.000"
"8","2016-10-21","187391618.780"
"1","2016-10-21","201601748500.000"
"4","2016-10-21","217040569927.680"
"16","2016-10-21","86896532155.470"
"2","2016-10-24","64851485.000"
"8","2016-10-24","246427499.830"
"1","2016-10-24","249916269906.000"
"4","2016-10-24","229959046229.970"
"16","2016-10-24","83347079051.980"
"2","2016-10-25","63046567.000"
"8","2016-10-25","238443946.860"
"1","2016-10-25","220435534078.000"
"4","2016-10-25","237314970556.670"
"16","2016-10-25","80367829808.760"
"2","2016-10-26","41839452.000"
"8","2016-10-26","248094100.150"
"1","2016-10-26","215485047399.000"
"4","2016-10-26","243128828046.450"
"16","2016-10-26","88142590815.300"
"2","2016-10-27","39820741.000"
"8","2016-10-27","205893725.220"
"1","2016-10-27","181968104307.000"
"4","2016-10-27","198402291722.800"
"16","2016-10-27","73099204769.230"
"2","2016-10-28","34352143.000"
"8","2016-10-28","223932046.300"
"1","2016-10-28","212360933647.000"
"4","2016-10-28","214340104389.240"
"16","2016-10-28","84037989354.660"
"2","2016-10-31","34503004.000"
"8","2016-10-31","165832066.720"
"1","2016-10-31","178193614959.000"
"4","2016-10-31","185145309984.040"
"16","2016-10-31","71498687628.660"
"2","2016-11-01","31541061.000"
"8","2016-11-01","184757087.390"
"1","2016-11-01","195617560933.000"
"4","2016-11-01","205844369441.090"
"16","2016-11-01","81948446685.340"
"2","2016-11-02","39496869.000"
"8","2016-11-02","255667168.510"
"1","2016-11-02","221408524211.000"
"4","2016-11-02","237977068002.540"
"16","2016-11-02","88504274709.640"
"2","2016-11-03","46867754.000"
"8","2016-11-03","221421180.020"
"1","2016-11-03","265502325210.000"
"4","2016-11-03","275121718533.220"
"16","2016-11-03","99368715001.740"
"2","2016-11-04","33428870.000"
"8","2016-11-04","189820259.710"
"1","2016-11-04","238816415655.000"
"4","2016-11-04","238089250204.220"
"16","2016-11-04","89121763065.850"
"2","2016-11-07","32172892.000"
"8","2016-11-07","205053793.900"
"1","2016-11-07","210385112322.000"
"4","2016-11-07","220915029792.570"
"16","2016-11-07","79743434398.490"
"2","2016-11-08","37559456.000"
"8","2016-11-08","160085294.390"
"1","2016-11-08","221331538279.000"
"4","2016-11-08","227578044292.650"
"16","2016-11-08","76689612997.970"
"2","2016-11-09","46417713.000"
"8","2016-11-09","187321173.570"
"1","2016-11-09","276916008187.000"
"4","2016-11-09","282326181350.430"
"16","2016-11-09","93897958813.400"
"2","2016-11-10","60193864.000"
"8","2016-11-10","268772547.770"
"1","2016-11-10","285586417670.000"
"4","2016-11-10","278700019041.390"
"16","2016-11-10","90342498584.320"
"2","2016-11-11","77339854.000"
"8","2016-11-11","190908623.500"
"1","2016-11-11","343251798984.000"
"4","2016-11-11","314388730423.610"
"16","2016-11-11","102156667022.620"
"2","2016-11-14","66481111.000"
"8","2016-11-14","168876411.980"
"1","2016-11-14","346521792429.000"
"4","2016-11-14","311145950179.480"
"16","2016-11-14","109741743212.050"
"2","2016-11-15","55289362.000"
"8","2016-11-15","156741287.630"
"1","2016-11-15","266627267370.000"
"4","2016-11-15","263884150363.680"
"16","2016-11-15","99672964877.010"
"2","2016-11-16","58617374.000"
"8","2016-11-16","229435354.380"
"1","2016-11-16","244455238945.000"
"4","2016-11-16","268651936618.780"
"16","2016-11-16","113829429175.660"
"2","2016-11-17","47130030.000"
"8","2016-11-17","305016258.560"
"1","2016-11-17","226454824981.000"
"4","2016-11-17","236707719581.740"
"16","2016-11-17","81920586028.320"
"2","2016-11-18","47017664.000"
"8","2016-11-18","207772964.600"
"1","2016-11-18","235031801490.000"
"4","2016-11-18","230513749671.220"
"16","2016-11-18","78249878218.050"
"2","2016-11-21","42758652.000"
"8","2016-11-21","292299440.720"
"1","2016-11-21","262883645709.000"
"4","2016-11-21","243093870237.260"
"16","2016-11-21","86720847006.660"
"2","2016-11-22","48788175.000"
"8","2016-11-22","209882121.150"
"1","2016-11-22","292149187511.000"
"4","2016-11-22","263952190946.760"
"16","2016-11-22","107157055016.440"
"2","2016-11-23","37087374.000"
"8","2016-11-23","188943171.180"
"1","2016-11-23","277687321419.000"
"4","2016-11-23","283555598061.700"
"16","2016-11-23","118245468442.750"
"2","2016-11-24","32798928.000"
"8","2016-11-24","258755285.950"
"1","2016-11-24","266999068887.000"
"4","2016-11-24","271432583914.490"
"16","2016-11-24","94879692129.050"
"2","2016-11-25","41917194.000"
"8","2016-11-25","193445903.530"
"1","2016-11-25","258828666872.000"
"4","2016-11-25","254088927267.700"
"16","2016-11-25","99075050939.670"
"2","2016-11-28","33682301.000"
"8","2016-11-28","329184034.880"
"1","2016-11-28","300227177154.000"
"4","2016-11-28","254772466464.440"
"16","2016-11-28","86536214113.330"
"2","2016-11-29","51522442.000"
"8","2016-11-29","341371276.460"
"1","2016-11-29","347792979243.000"
"4","2016-11-29","251047359886.990"
"16","2016-11-29","90413552400.190"
"2","2016-11-30","38999536.000"
"8","2016-11-30","256796407.670"
"1","2016-11-30","262538986190.000"
"4","2016-11-30","203832786479.180"
"16","2016-11-30","96636841214.470"
"2","2016-12-01","21813100.000"
"8","2016-12-01","282051460.080"
"1","2016-12-01","261403057681.000"
"4","2016-12-01","214692568962.840"
"16","2016-12-01","83035420537.530"
"2","2016-12-02","29720030.000"
"8","2016-12-02","178756000.490"
"1","2016-12-02","281353528053.000"
"4","2016-12-02","224106489917.370"
"16","2016-12-02","91440885074.380"
"2","2016-12-05","30555560.000"
"8","2016-12-05","217715294.150"
"1","2016-12-05","238387829100.000"
"4","2016-12-05","200700583884.620"
"16","2016-12-05","71489008631.390"
"2","2016-12-06","30307637.000"
"8","2016-12-06","131881220.140"
"1","2016-12-06","176961656048.000"
"4","2016-12-06","174371750153.800"
"16","2016-12-06","68273398503.360"
"2","2016-12-07","25854202.000"
"8","2016-12-07","185990288.550"
"1","2016-12-07","189265985206.000"
"4","2016-12-07","183401611868.390"
"16","2016-12-07","64602403015.340"
"2","2016-12-08","27332314.000"
"8","2016-12-08","133281841.100"
"1","2016-12-08","197614035268.000"
"4","2016-12-08","186760232623.240"
"16","2016-12-08","69894674525.430"
"2","2016-12-09","27287876.000"
"8","2016-12-09","150520238.810"
"1","2016-12-09","226199432104.000"
"4","2016-12-09","187398490126.270"
"16","2016-12-09","72802414731.420"
"2","2016-12-12","59034990.000"
"8","2016-12-12","299211388.630"
"1","2016-12-12","293852962406.000"
"4","2016-12-12","258689572026.600"
"16","2016-12-12","98589939823.150"
"2","2016-12-13","37861665.000"
"8","2016-12-13","173260809.380"
"1","2016-12-13","202914317441.000"
"4","2016-12-13","189246950297.740"
"16","2016-12-13","65404302271.150"
"2","2016-12-14","45656661.000"
"8","2016-12-14","174224281.210"
"1","2016-12-14","218891257116.000"
"4","2016-12-14","189654608039.110"
"16","2016-12-14","59922039587.950"
"2","2016-12-15","41397406.000"
"8","2016-12-15","208795462.390"
"1","2016-12-15","212577713065.000"
"4","2016-12-15","185557268692.120"
"16","2016-12-15","59878689430.710"
"2","2016-12-16","45662417.000"
"8","2016-12-16","204135922.070"
"1","2016-12-16","189529810033.000"
"4","2016-12-16","184914793441.670"
"16","2016-12-16","58833056339.060"
"2","2016-12-19","45662079.000"
"8","2016-12-19","179065295.680"
"1","2016-12-19","174182852672.000"
"4","2016-12-19","173271542767.160"
"16","2016-12-19","51680844937.500"
"2","2016-12-20","29102994.000"
"8","2016-12-20","149417615.260"
"1","2016-12-20","171409592018.000"
"4","2016-12-20","161837588366.050"
"16","2016-12-20","50798393650.000"
"2","2016-12-21","27101819.000"
"8","2016-12-21","122062043.320"
"1","2016-12-21","204059425850.000"
"4","2016-12-21","171097948538.230"
"16","2016-12-21","54142331396.320"
"2","2016-12-22","38763372.000"
"8","2016-12-22","135043042.850"
"1","2016-12-22","185712120465.000"
"4","2016-12-22","161363678058.410"
"16","2016-12-22","49651372965.440"
"2","2016-12-23","33625624.000"
"8","2016-12-23","150929413.090"
"1","2016-12-23","189047452510.000"
"4","2016-12-23","160929415726.990"
"16","2016-12-23","54365947454.310"
"2","2016-12-26","24412776.000"
"8","2016-12-26","83848139.890"
"1","2016-12-26","170386032422.000"
"4","2016-12-26","152527140299.600"
"16","2016-12-26","55096392847.800"
"2","2016-12-27","22578961.000"
"8","2016-12-27","75402389.520"
"1","2016-12-27","162037068304.000"
"4","2016-12-27","149106569785.050"
"16","2016-12-27","51573646731.480"
"2","2016-12-28","22181136.000"
"8","2016-12-28","77736402.160"
"1","2016-12-28","154175576222.000"
"4","2016-12-28","148178614566.150"
"16","2016-12-28","48942376348.600"
"2","2016-12-29","19962615.000"
"8","2016-12-29","73370849.240"
"1","2016-12-29","149780516488.000"
"4","2016-12-29","141693718508.590"
"16","2016-12-29","50721805315.800"
"2","2016-12-30","22398962.000"
"8","2016-12-30","117177933.190"
"1","2016-12-30","151577191843.000"
"4","2016-12-30","141657003788.580"
"16","2016-12-30","49725046493.190"
"2","2017-01-03","30061764.000"
"1","2017-01-03","159678601015.000"
"4","2017-01-03","149386000432.990"
"8","2017-01-03","163206532.430"
"16","2017-01-03","49977695398.680"
"2","2017-01-04","38536363.000"
"1","2017-01-04","195646965898.000"
"4","2017-01-04","190388769936.520"
"8","2017-01-04","167060172.430"
"16","2017-01-04","64299377396.080"
"2","2017-01-05","32713835.000"
"1","2017-01-05","199465090860.000"
"4","2017-01-05","190663832179.080"
"8","2017-01-05","157646071.000"
"16","2017-01-05","59511617135.730"
"2","2017-01-06","32380946.000"
"1","2017-01-06","207071411822.000"
"4","2017-01-06","185549622553.400"
"8","2017-01-06","118303912.430"
"16","2017-01-06","61752522636.020"
"2","2017-01-09","25753469.000"
"1","2017-01-09","191933735397.000"
"4","2017-01-09","170631393620.070"
"8","2017-01-09","133904128.770"
"16","2017-01-09","52501441359.490"
"2","2017-01-10","27428540.000"
"1","2017-01-10","194774870282.000"
"4","2017-01-10","174436523057.230"
"8","2017-01-10","124931086.760"
"16","2017-01-10","47925863919.740"
"2","2017-01-11","26561119.000"
"1","2017-01-11","189004069470.000"
"4","2017-01-11","159485814075.540"
"8","2017-01-11","144528269.970"
"16","2017-01-11","55762255810.820"
"2","2017-01-12","22767787.000"
"1","2017-01-12","161765954632.000"
"4","2017-01-12","151469877382.100"
"8","2017-01-12","140975624.610"
"16","2017-01-12","50207727522.030"
"2","2017-01-13","26817351.000"
"1","2017-01-13","174254404613.000"
"4","2017-01-13","151744805472.240"
"8","2017-01-13","182006984.920"
"16","2017-01-13","57399286264.120"
"2","2017-01-16","67108433.000"
"1","2017-01-16","262363604300.000"
"4","2017-01-16","186303934961.430"
"8","2017-01-16","209514671.810"
"16","2017-01-16","72670650628.630"
"2","2017-01-17","32913470.000"
"1","2017-01-17","154530751305.000"
"4","2017-01-17","135510984842.530"
"8","2017-01-17","93688232.280"
"16","2017-01-17","65227325432.280"
"2","2017-01-18","20705190.000"
"1","2017-01-18","144404041884.000"
"4","2017-01-18","124969473309.650"
