"Markettype","Trddt","Dnvaltrdtl"
"4","2021-08-23","448277164447.670"
"16","2021-08-23","309887192739.640"
"1","2021-08-23","496703118047.000"
"64","2021-08-23","566099108.000"
"2","2021-08-24","27954799.000"
"8","2021-08-24","125517211.990"
"32","2021-08-24","69500388700.000"
"4","2021-08-24","464929972168.860"
"16","2021-08-24","327199847533.860"
"1","2021-08-24","546402087776.000"
"64","2021-08-24","527789153.000"
"2","2021-08-25","21511931.000"
"8","2021-08-25","124112642.660"
"32","2021-08-25","67461347058.000"
"4","2021-08-25","432394533564.570"
"16","2021-08-25","283345794743.560"
"1","2021-08-25","531010728465.000"
"64","2021-08-25","449711822.000"
"2","2021-08-26","25601439.000"
"8","2021-08-26","110096874.260"
"32","2021-08-26","66111394653.000"
"4","2021-08-26","452761557512.770"
"16","2021-08-26","299060449506.390"
"1","2021-08-26","556115712928.000"
"64","2021-08-26","551957275.000"
"2","2021-08-27","18554141.000"
"8","2021-08-27","176834970.250"
"32","2021-08-27","58225637132.000"
"4","2021-08-27","465583789192.560"
"16","2021-08-27","283032386230.230"
"1","2021-08-27","537172483276.000"
"64","2021-08-27","613613606.000"
"2","2021-08-30","42922176.000"
"8","2021-08-30","138932510.020"
"32","2021-08-30","69044750194.000"
"4","2021-08-30","559024226352.780"
"16","2021-08-30","319964634378.620"
"1","2021-08-30","629793086526.000"
"64","2021-08-30","585913901.000"
"2","2021-08-31","38150128.000"
"8","2021-08-31","169359057.560"
"32","2021-08-31","62148290260.000"
"4","2021-08-31","493463925583.780"
"16","2021-08-31","284971939157.350"
"1","2021-08-31","641109075486.000"
"64","2021-08-31","1007006181.000"
"2","2021-09-01","44464358.000"
"8","2021-09-01","148140802.370"
"32","2021-09-01","62190218473.000"
"4","2021-09-01","574129167105.730"
"16","2021-09-01","294373516976.410"
"1","2021-09-01","780050356726.000"
"64","2021-09-01","654250824.000"
"8","2021-09-02","129659775.170"
"2","2021-09-02","35419997.000"
"32","2021-09-02","53149175718.000"
"4","2021-09-02","483935585814.800"
"16","2021-09-02","258893676037.760"
"1","2021-09-02","637734372330.000"
"64","2021-09-02","838709875.000"
"2","2021-09-03","33754242.000"
"8","2021-09-03","157310711.120"
"32","2021-09-03","54303637225.000"
"4","2021-09-03","536863565096.600"
"16","2021-09-03","292281869262.290"
"1","2021-09-03","689318203232.000"
"64","2021-09-03","2627268311.000"
"2","2021-09-06","30266510.000"
"8","2021-09-06","114670690.250"
"32","2021-09-06","50305730257.000"
"4","2021-09-06","495047555361.000"
"16","2021-09-06","276919458085.400"
"1","2021-09-06","603584550620.000"
"64","2021-09-06","3806238198.000"
"2","2021-09-07","41861711.000"
"8","2021-09-07","146579814.960"
"32","2021-09-07","51064312997.000"
"4","2021-09-07","475711717169.410"
"16","2021-09-07","267655676936.900"
"1","2021-09-07","607533281457.000"
"64","2021-09-07","2325149032.000"
"8","2021-09-08","153136790.620"
"32","2021-09-08","50089986842.000"
"2","2021-09-08","45909577.000"
"4","2021-09-08","512614844714.300"
"16","2021-09-08","287693633576.170"
"1","2021-09-08","623962025540.000"
"64","2021-09-08","1644444616.000"
"8","2021-09-09","152753702.050"
"32","2021-09-09","46975512618.000"
"2","2021-09-09","36518336.000"
"4","2021-09-09","487146259678.070"
"16","2021-09-09","265416710855.410"
"1","2021-09-09","632254087300.000"
"64","2021-09-09","2112452893.000"
"2","2021-09-10","36948941.000"
"8","2021-09-10","114573287.540"
"32","2021-09-10","55580134910.000"
"4","2021-09-10","519310783190.540"
"16","2021-09-10","265447692339.720"
"1","2021-09-10","703265897996.000"
"64","2021-09-10","1808704286.000"
"2","2021-09-13","42416689.000"
"8","2021-09-13","130755731.180"
"32","2021-09-13","50564744294.000"
"4","2021-09-13","501071642337.340"
"16","2021-09-13","265834560267.520"
"1","2021-09-13","645353742764.000"
"64","2021-09-13","1334686291.000"
"2","2021-09-14","38785402.000"
"8","2021-09-14","125566814.170"
"32","2021-09-14","51653707667.000"
"4","2021-09-14","529823746177.960"
"16","2021-09-14","289477139527.360"
"1","2021-09-14","641873958758.000"
"64","2021-09-14","945395155.000"
"2","2021-09-15","30392240.000"
"8","2021-09-15","126255992.540"
"32","2021-09-15","43589586772.000"
"4","2021-09-15","489879545409.840"
"16","2021-09-15","260423666105.600"
"1","2021-09-15","560445726779.000"
"64","2021-09-15","847033183.000"
"2","2021-09-16","40169831.000"
"8","2021-09-16","175629343.080"
"32","2021-09-16","47704416479.000"
"4","2021-09-16","531940294160.440"
"16","2021-09-16","272386695283.560"
"1","2021-09-16","625991563415.000"
"64","2021-09-16","724175580.000"
"2","2021-09-17","38434188.000"
"8","2021-09-17","136620503.190"
"32","2021-09-17","45905528412.000"
"4","2021-09-17","469435018251.100"
"16","2021-09-17","244779166132.190"
"1","2021-09-17","582680711671.000"
"64","2021-09-17","1057365489.000"
"2","2021-09-22","35918819.000"
"8","2021-09-22","145629169.140"
"32","2021-09-22","40621275606.000"
"4","2021-09-22","393321962739.370"
"16","2021-09-22","199316214620.460"
"1","2021-09-22","519021680637.000"
"64","2021-09-22","2431540766.000"
"2","2021-09-23","39949930.000"
"8","2021-09-23","166524496.680"
"32","2021-09-23","38058800264.000"
"4","2021-09-23","451691553741.930"
"16","2021-09-23","236428432709.060"
"1","2021-09-23","594902343894.000"
"64","2021-09-23","1254788740.000"
"2","2021-09-24","40232385.000"
"8","2021-09-24","121692363.600"
"32","2021-09-24","39188780550.000"
"4","2021-09-24","439171038371.410"
"16","2021-09-24","237333242636.850"
"1","2021-09-24","567340221022.000"
"64","2021-09-24","849743335.000"
"2","2021-09-27","45351397.000"
"8","2021-09-27","133172310.130"
"32","2021-09-27","43661038139.000"
"4","2021-09-27","464842624029.630"
"16","2021-09-27","260071559418.670"
"1","2021-09-27","596719644605.000"
"64","2021-09-27","817889379.000"
"2","2021-09-28","29809965.000"
"8","2021-09-28","58424909.420"
"32","2021-09-28","32249890685.000"
"4","2021-09-28","356320724523.070"
"16","2021-09-28","187314398838.260"
"1","2021-09-28","467639535982.000"
"64","2021-09-28","545085795.000"
"2","2021-09-29","30971867.000"
"8","2021-09-29","76867510.140"
"32","2021-09-29","35658624806.000"
"4","2021-09-29","373659664025.710"
"16","2021-09-29","192933487234.970"
"1","2021-09-29","475248226345.000"
"64","2021-09-29","925701014.000"
"2","2021-09-30","22979555.000"
"8","2021-09-30","78291822.230"
"32","2021-09-30","31771115684.000"
"4","2021-09-30","325112291193.640"
"16","2021-09-30","179526633995.570"
"1","2021-09-30","413815141832.000"
"64","2021-09-30","782887087.000"
"2","2021-10-08","38012826.000"
"8","2021-10-08","97425247.340"
"32","2021-10-08","31614688004.000"
"4","2021-10-08","370030870808.410"
"16","2021-10-08","197594921903.730"
"1","2021-10-08","461103610049.000"
"64","2021-10-08","591296884.000"
"2","2021-10-11","36217604.000"
"8","2021-10-11","54043234.890"
"32","2021-10-11","31268013696.000"
"4","2021-10-11","334281468282.480"
"16","2021-10-11","189177212793.920"
"1","2021-10-11","437171837540.000"
"64","2021-10-11","376601237.000"
"2","2021-10-12","38094611.000"
"8","2021-10-12","108905813.120"
"32","2021-10-12","33115024273.000"
"4","2021-10-12","338819627193.100"
"16","2021-10-12","195696737068.670"
"1","2021-10-12","428622361404.000"
"64","2021-10-12","483535268.000"
"2","2021-10-13","31242096.000"
"8","2021-10-13","78073698.540"
"32","2021-10-13","31080566725.000"
"4","2021-10-13","312826836883.490"
"16","2021-10-13","171766194731.280"
"1","2021-10-13","373737605645.000"
"64","2021-10-13","468376429.000"
"2","2021-10-14","22624354.000"
"8","2021-10-14","48096675.960"
"32","2021-10-14","30878604208.000"
"4","2021-10-14","305226797154.780"
"16","2021-10-14","178046432111.020"
"1","2021-10-14","346494496509.000"
"64","2021-10-14","351227459.000"
"2","2021-10-15","22870947.000"
"8","2021-10-15","135454563.010"
"32","2021-10-15","38052889205.000"
"4","2021-10-15","358993904698.660"
"16","2021-10-15","204031121426.560"
"1","2021-10-15","387724076193.000"
"64","2021-10-15","400545452.000"
"2","2021-10-18","26569541.000"
"8","2021-10-18","117435624.110"
"32","2021-10-18","37979670438.000"
"4","2021-10-18","348190622560.380"
"16","2021-10-18","198172340229.710"
"1","2021-10-18","417637152340.000"
"64","2021-10-18","400067112.000"
"2","2021-10-19","27463619.000"
"8","2021-10-19","67802863.980"
"32","2021-10-19","35742204530.000"
"4","2021-10-19","334857742127.910"
"16","2021-10-19","198225309972.110"
"1","2021-10-19","404262500013.000"
"64","2021-10-19","270887452.000"
"2","2021-10-20","48310743.000"
"8","2021-10-20","110361430.590"
"32","2021-10-20","39490454471.000"
"4","2021-10-20","363031299357.840"
"16","2021-10-20","206555363221.340"
"1","2021-10-20","410681442911.000"
"64","2021-10-20","408432090.000"
"2","2021-10-21","25420523.000"
"8","2021-10-21","69572814.720"
"32","2021-10-21","35526154285.000"
"4","2021-10-21","345719784666.420"
"16","2021-10-21","193625404527.750"
"1","2021-10-21","417881845624.000"
"64","2021-10-21","562727982.000"
"2","2021-10-22","26039536.000"
"8","2021-10-22","95919431.840"
"32","2021-10-22","37975476344.000"
"4","2021-10-22","360837208218.790"
"16","2021-10-22","198887349600.810"
"1","2021-10-22","417298115636.000"
"64","2021-10-22","429211675.000"
"2","2021-10-25","23046408.000"
"8","2021-10-25","56350766.000"
"32","2021-10-25","42113126249.000"
"4","2021-10-25","354933398526.600"
"16","2021-10-25","215810221839.000"
"1","2021-10-25","401700931836.000"
"64","2021-10-25","713100583.000"
"2","2021-10-26","21464453.000"
"8","2021-10-26","80677517.880"
"32","2021-10-26","46384983677.000"
"4","2021-10-26","384047003492.580"
"16","2021-10-26","233052989458.230"
"1","2021-10-26","418657168885.000"
"64","2021-10-26","821275466.000"
"2","2021-10-27","28473127.000"
"8","2021-10-27","83954055.280"
"32","2021-10-27","46287276919.000"
"4","2021-10-27","378256985316.100"
"16","2021-10-27","227724187024.140"
"1","2021-10-27","424308198066.000"
"64","2021-10-27","540941521.000"
"2","2021-10-28","52549434.000"
"8","2021-10-28","85200635.530"
"32","2021-10-28","47427890543.000"
"4","2021-10-28","380971485301.850"
"16","2021-10-28","223666502618.100"
"1","2021-10-28","455218393026.000"
"64","2021-10-28","629049055.000"
"2","2021-10-29","25835274.000"
"8","2021-10-29","69670297.780"
"32","2021-10-29","50999073360.000"
"4","2021-10-29","367136033228.440"
"16","2021-10-29","243959186864.450"
"1","2021-10-29","476067329594.000"
"64","2021-10-29","545306494.000"
"2","2021-11-01","33080657.000"
"8","2021-11-01","79471041.730"
"32","2021-11-01","55378881937.000"
"4","2021-11-01","410918200838.720"
"16","2021-11-01","248075809435.180"
"1","2021-11-01","508509964592.000"
"64","2021-11-01","1243917140.000"
"2","2021-11-02","36210756.000"
"8","2021-11-02","77945534.100"
"32","2021-11-02","55141910705.000"
"4","2021-11-02","417310889360.400"
"16","2021-11-02","255247427618.750"
"1","2021-11-02","530146146969.000"
"64","2021-11-02","801533275.000"
"2","2021-11-03","23414837.000"
"8","2021-11-03","62325787.460"
"32","2021-11-03","43143724386.000"
"4","2021-11-03","333844393153.910"
"16","2021-11-03","217206371180.340"
"1","2021-11-03","405821765135.000"
"64","2021-11-03","796236435.000"
"2","2021-11-04","26629440.000"
"8","2021-11-04","88166244.340"
"32","2021-11-04","46770260781.000"
"4","2021-11-04","369113188156.880"
"16","2021-11-04","240696058680.080"
"1","2021-11-04","421888738055.000"
"64","2021-11-04","1377661237.000"
"2","2021-11-05","47922039.000"
"8","2021-11-05","91959108.680"
"32","2021-11-05","48447465368.000"
"4","2021-11-05","399119199611.380"
"16","2021-11-05","266129513237.190"
"1","2021-11-05","437069502770.000"
"64","2021-11-05","1174955865.000"
"2","2021-11-08","23180590.000"
"8","2021-11-08","50940411.340"
"32","2021-11-08","45547620469.000"
"4","2021-11-08","354067236035.380"
"16","2021-11-08","262755910349.600"
"1","2021-11-08","376272145467.000"
"64","2021-11-08","1863638689.000"
"32","2021-11-09","48290344945.000"
"2","2021-11-09","22181293.000"
"8","2021-11-09","64483528.000"
"4","2021-11-09","344343751343.000"
"16","2021-11-09","245263868601.000"
"1","2021-11-09","372768442468.000"
"64","2021-11-09","1606232128.000"
"2","2021-11-10","30130197.000"
"8","2021-11-10","66801964.000"
"32","2021-11-10","48751038564.000"
"4","2021-11-10","367710839214.000"
"16","2021-11-10","269296829823.000"
"1","2021-11-10","394168930728.000"
"64","2021-11-10","966017749.000"
"2","2021-11-11","36221406.000"
"8","2021-11-11","72956300.000"
"32","2021-11-11","57249078165.000"
"4","2021-11-11","361213724802.000"
"1","2021-11-11","407323036433.000"
"16","2021-11-11","297096459798.000"
"64","2021-11-11","1603871732.000"
"2","2021-11-12","30432376.000"
"8","2021-11-12","82013277.000"
"32","2021-11-12","59031351941.000"
"4","2021-11-12","364274700472.000"
"1","2021-11-12","384172308690.000"
"16","2021-11-12","291366760576.000"
"64","2021-11-12","2174339629.000"
"2","2021-11-15","20589853.000"
"8","2021-11-15","52956478.000"
"32","2021-11-15","61527266128.000"
"4","2021-11-15","388304253248.000"
"1","2021-11-15","402406230703.000"
"16","2021-11-15","305617768629.000"
"64","2021-11-15","9576380000.000"
"2","2021-11-16","24538157.000"
"8","2021-11-16","91567803.000"
"32","2021-11-16","52554665695.000"
"4","2021-11-16","370789808214.000"
"1","2021-11-16","391988913367.000"
"16","2021-11-16","298119526256.000"
"64","2021-11-16","4496130000.000"
"2","2021-11-17","32049689.000"
"8","2021-11-17","73486600.000"
"32","2021-11-17","51587227800.000"
"4","2021-11-17","366306636442.000"
"1","2021-11-17","349759763750.000"
"16","2021-11-17","269257319195.000"
"64","2021-11-17","2926570000.000"
"2","2021-11-18","23286193.000"
"8","2021-11-18","68181712.000"
"32","2021-11-18","57006568885.000"
"4","2021-11-18","404377317041.000"
"1","2021-11-18","375742562339.000"
"16","2021-11-18","286993908320.000"
"64","2021-11-18","2164700000.000"
"2","2021-11-19","32397619.000"
"8","2021-11-19","61874044.000"
"32","2021-11-19","52706234189.000"
"4","2021-11-19","400458042844.000"
"1","2021-11-19","387679816464.000"
"16","2021-11-19","272048221378.000"
"64","2021-11-19","2085450000.000"
"2","2021-11-22","62836578.000"
"8","2021-11-22","70707579.000"
"32","2021-11-22","67432278583.000"
"4","2021-11-22","427494021257.000"
"1","2021-11-22","441290073959.000"
"16","2021-11-22","318241653105.000"
"64","2021-11-22","2023910000.000"
"2","2021-11-23","39604937.000"
"8","2021-11-23","77540444.000"
"32","2021-11-23","62351543264.000"
"4","2021-11-23","404856817550.000"
"1","2021-11-23","445479571988.000"
"16","2021-11-23","315482641948.000"
"64","2021-11-23","2985750000.000"
"2","2021-11-24","27944712.000"
"8","2021-11-24","64998175.000"
"32","2021-11-24","59766566189.000"
"4","2021-11-24","395371004765.000"
"1","2021-11-24","421075496670.000"
"16","2021-11-24","325935870431.000"
"64","2021-11-24","2554030000.000"
"2","2021-11-25","34076164.000"
"8","2021-11-25","42868500.000"
"32","2021-11-25","55635892746.000"
"4","2021-11-25","347445937833.000"
"1","2021-11-25","394705459251.000"
"16","2021-11-25","315084895824.000"
"64","2021-11-25","1999270000.000"
"2","2021-11-26","42188056.000"
"32","2021-11-26","55082466660.000"
"8","2021-11-26","63378578.000"
"4","2021-11-26","363912885518.000"
"1","2021-11-26","379273504131.000"
"16","2021-11-26","303119070998.000"
"64","2021-11-26","1722390000.000"
"2","2021-11-29","33668253.000"
"8","2021-11-29","61164500.000"
"32","2021-11-29","65692939858.000"
"4","2021-11-29","375568673078.000"
"1","2021-11-29","424129969042.000"
"16","2021-11-29","311910799344.000"
"64","2021-11-29","1733860000.000"
"2","2021-11-30","206437601.000"
"8","2021-11-30","201197315.000"
"32","2021-11-30","61559709266.000"
"4","2021-11-30","410145025373.000"
"1","2021-11-30","430725929336.000"
"16","2021-11-30","317949548010.000"
"64","2021-11-30","1409780000.000"
"2","2021-12-01","43207278.000"
"8","2021-12-01","93143097.000"
"32","2021-12-01","57971666770.000"
"4","2021-12-01","381392648743.000"
"1","2021-12-01","409274873796.000"
"16","2021-12-01","297502135912.000"
"64","2021-12-01","1214910000.000"
"2","2021-12-02","34554258.000"
"8","2021-12-02","63059590.000"
"32","2021-12-02","53134454513.000"
"4","2021-12-02","393642622888.000"
"1","2021-12-02","415069447621.000"
"16","2021-12-02","291189830674.000"
"64","2021-12-02","1345750000.000"
"2","2021-12-03","40600247.000"
"8","2021-12-03","82334208.000"
"32","2021-12-03","49199143832.000"
"4","2021-12-03","384827016321.000"
"1","2021-12-03","444106829191.000"
"16","2021-12-03","256855960900.000"
"64","2021-12-03","1381050000.000"
"2","2021-12-06","45865271.000"
"8","2021-12-06","64710587.000"
"32","2021-12-06","52675883724.000"
"4","2021-12-06","414904564864.000"
"1","2021-12-06","475261451038.000"
"16","2021-12-06","260420001190.000"
"64","2021-12-06","1372710000.000"
"2","2021-12-07","26520483.000"
"8","2021-12-07","55603869.000"
"32","2021-12-07","49753478346.000"
"4","2021-12-07","419351043858.000"
"1","2021-12-07","474196944796.000"
"16","2021-12-07","256222848022.000"
"64","2021-12-07","1084110000.000"
"2","2021-12-08","24118204.000"
"8","2021-12-08","62538405.000"
"32","2021-12-08","43464660479.000"
"4","2021-12-08","385885480145.000"
"1","2021-12-08","442415967054.000"
"16","2021-12-08","229537528475.000"
"64","2021-12-08","939700000.000"
"2","2021-12-09","22151325.000"
"8","2021-12-09","85227189.000"
"32","2021-12-09","50724633789.000"
"4","2021-12-09","433509455923.000"
"1","2021-12-09","517663567680.000"
"16","2021-12-09","261924100957.000"
"64","2021-12-09","866890000.000"
"2","2021-12-10","21442033.000"
"8","2021-12-10","44684634.000"
"32","2021-12-10","65177424558.000"
"4","2021-12-10","415322053493.000"
"1","2021-12-10","491010148671.000"
"16","2021-12-10","263698539337.000"
"64","2021-12-10","805340000.000"
"2","2021-12-13","23987595.000"
"8","2021-12-13","59699889.000"
"32","2021-12-13","52692244311.000"
"1","2021-12-13","521342911593.000"
"4","2021-12-13","426457902423.000"
"16","2021-12-13","270019258558.000"
"64","2021-12-13","1326840000.000"
"2","2021-12-14","26696939.000"
"8","2021-12-14","44328791.000"
"32","2021-12-14","46923829789.000"
"1","2021-12-14","440374626682.000"
"4","2021-12-14","379003311151.000"
"16","2021-12-14","274608922508.000"
"64","2021-12-14","1881620000.000"
"2","2021-12-15","18119838.000"
"8","2021-12-15","48147957.000"
"32","2021-12-15","52994807111.000"
"1","2021-12-15","428024136200.000"
"4","2021-12-15","372544639450.000"
"16","2021-12-15","282363673280.000"
"64","2021-12-15","1073540000.000"
"2","2021-12-16","29762261.000"
"8","2021-12-16","51806381.000"
"32","2021-12-16","45586156575.000"
"1","2021-12-16","420135611345.000"
"4","2021-12-16","375206990464.000"
"16","2021-12-16","272430668243.000"
"64","2021-12-16","928500000.000"
"2","2021-12-17","44002703.000"
"8","2021-12-17","79975070.000"
"32","2021-12-17","47203642608.000"
"1","2021-12-17","444468974862.000"
"4","2021-12-17","378521703122.000"
"16","2021-12-17","288897883324.000"
"64","2021-12-17","1063090000.000"
"2","2021-12-20","28615560.000"
"8","2021-12-20","92654271.000"
"32","2021-12-20","49468157664.000"
"1","2021-12-20","442178689059.000"
"4","2021-12-20","401445441966.000"
"16","2021-12-20","264928883093.000"
"64","2021-12-20","1242930000.000"
"2","2021-12-21","26136479.000"
"8","2021-12-21","52758544.000"
"32","2021-12-21","39417534188.000"
"1","2021-12-21","388795496851.000"
"4","2021-12-21","347727279059.000"
"16","2021-12-21","224228974255.000"
"64","2021-12-21","923860000.000"
"2","2021-12-22","23155120.000"
"8","2021-12-22","48774796.000"
"32","2021-12-22","41126794178.000"
"1","2021-12-22","391177127805.000"
"4","2021-12-22","385829149624.000"
"16","2021-12-22","244147096834.000"
"64","2021-12-22","1111870000.000"
"2","2021-12-23","17373258.000"
"8","2021-12-23","41548430.000"
"32","2021-12-23","39277392722.000"
"1","2021-12-23","410600177477.000"
"4","2021-12-23","394130442918.000"
"16","2021-12-23","233124690583.000"
"64","2021-12-23","967040000.000"
"2","2021-12-24","20750739.000"
"8","2021-12-24","60379449.000"
"32","2021-12-24","43953080972.000"
"1","2021-12-24","432175984766.000"
"4","2021-12-24","402010979012.000"
"16","2021-12-24","253485491525.000"
"64","2021-12-24","1209200000.000"
"2","2021-12-27","21310223.000"
"8","2021-12-27","63346587.000"
"32","2021-12-27","37254102355.000"
"1","2021-12-27","370092817019.000"
"4","2021-12-27","357270463307.000"
"16","2021-12-27","209963393810.000"
"64","2021-12-27","1183460000.000"
"2","2021-12-28","19931925.000"
"8","2021-12-28","42860085.000"
"32","2021-12-28","38673312160.000"
"1","2021-12-28","369961107119.000"
"4","2021-12-28","366578592456.000"
"16","2021-12-28","227266553566.000"
"64","2021-12-28","1426610000.000"
"2","2021-12-29","17539970.000"
"8","2021-12-29","39623638.000"
"32","2021-12-29","36993070189.000"
"1","2021-12-29","373320553731.000"
"4","2021-12-29","364834298983.000"
"16","2021-12-29","221995391709.000"
"64","2021-12-29","1626400000.000"
"2","2021-12-30","13177568.000"
"8","2021-12-30","57856930.000"
"32","2021-12-30","44883693416.000"
"1","2021-12-30","368980068814.000"
"16","2021-12-30","243284462088.000"
"64","2021-12-30","2469880000.000"
"4","2021-12-30","360586909762.000"
"2","2021-12-31","21040871.000"
"8","2021-12-31","60531017.000"
"32","2021-12-31","46438686183.000"
"1","2021-12-31","386917103405.000"
"16","2021-12-31","239304169558.000"
"64","2021-12-31","3593820000.000"
"4","2021-12-31","387382899765.000"
"64","2022-01-04","2584410000.000"
"2","2022-01-04","25596534.000"
"8","2022-01-04","88898411.000"
"4","2022-01-04","458181567763.000"
"1","2022-01-04","456798689466.000"
"32","2022-01-04","53289175337.000"
"16","2022-01-04","297818714755.000"
"64","2022-01-05","2605590000.000"
"2","2022-01-05","26181901.000"
"8","2022-01-05","83200658.000"
"4","2022-01-05","469007022968.000"
"1","2022-01-05","487548641339.000"
"32","2022-01-05","51248062399.000"
"16","2022-01-05","297075440371.000"
"64","2022-01-06","2255960000.000"
"2","2022-01-06","25012136.000"
"8","2022-01-06","61882270.000"
"4","2022-01-06","403885671159.000"
"1","2022-01-06","428633037733.000"
"32","2022-01-06","45491782397.000"
"16","2022-01-06","258463820327.000"
"64","2022-01-07","1596580000.000"
"2","2022-01-07","18184470.000"
"8","2022-01-07","66064833.000"
"4","2022-01-07","439266798289.000"
"1","2022-01-07","454768638652.000"
"32","2022-01-07","48006858049.000"
"16","2022-01-07","264976808828.000"
"64","2022-01-10","1366130000.000"
"2","2022-01-10","19988804.000"
"8","2022-01-10","77956020.000"
"4","2022-01-10","376607903531.000"
"1","2022-01-10","393916608712.000"
"32","2022-01-10","49356827246.000"
"16","2022-01-10","231310464595.000"
"64","2022-01-11","1565520000.000"
"2","2022-01-11","19718818.000"
"8","2022-01-11","84965361.000"
"4","2022-01-11","379723633335.000"
"1","2022-01-11","392469790343.000"
"32","2022-01-11","48705084901.000"
"16","2022-01-11","234644666860.000"
"64","2022-01-12","1243780000.000"
"2","2022-01-12","19862949.000"
"8","2022-01-12","60311737.000"
"4","2022-01-12","379292938536.000"
"1","2022-01-12","380889428128.000"
"32","2022-01-12","54801854442.000"
"16","2022-01-12","245994204886.000"
"64","2022-01-13","1965210000.000"
"2","2022-01-13","18550457.000"
"8","2022-01-13","62754400.000"
"4","2022-01-13","388312683635.000"
"1","2022-01-13","405348647707.000"
"32","2022-01-13","51538527249.000"
"16","2022-01-13","248165775224.000"
"64","2022-01-14","1881749131.000"
"2","2022-01-14","13016664.000"
"8","2022-01-14","62245485.000"
"4","2022-01-14","372246451582.000"
"1","2022-01-14","402287655194.000"
"32","2022-01-14","60827015852.000"
"16","2022-01-14","271461596851.000"
"64","2022-01-17","2426525005.000"
"2","2022-01-17","28195155.000"
"8","2022-01-17","60241739.000"
"4","2022-01-17","371059271962.000"
"1","2022-01-17","371050004881.000"
"32","2022-01-17","67043438400.000"
"16","2022-01-17","310321181123.000"
"64","2022-01-18","2768513273.000"
"2","2022-01-18","13330379.000"
"8","2022-01-18","54869568.000"
"4","2022-01-18","402772982852.000"
"1","2022-01-18","408237778441.000"
"32","2022-01-18","62509376314.000"
"16","2022-01-18","322268935003.000"
"64","2022-01-19","2355993349.000"
"2","2022-01-19","15139705.000"
"8","2022-01-19","73003436.000"
"4","2022-01-19","373082133724.000"
"1","2022-01-19","371964300781.000"
"32","2022-01-19","48702658329.000"
"16","2022-01-19","271402059964.000"
"64","2022-01-20","4046355932.000"
"2","2022-01-20","11855158.000"
"8","2022-01-20","62695764.000"
"4","2022-01-20","385300970326.000"
"1","2022-01-20","410125636061.000"
"32","2022-01-20","49500717264.000"
"16","2022-01-20","283931532185.000"
"64","2022-01-21","2692083862.000"
"2","2022-01-21","19412197.000"
"8","2022-01-21","74609658.000"
"4","2022-01-21","336708471744.000"
"1","2022-01-21","371708985542.000"
"32","2022-01-21","45936325969.000"
"16","2022-01-21","229897736185.000"
"64","2022-01-24","1950829070.000"
"2","2022-01-24","15587753.000"
"8","2022-01-24","46473641.000"
"4","2022-01-24","304394937404.000"
"1","2022-01-24","316285599240.000"
"32","2022-01-24","41625125269.000"
"16","2022-01-24","201718560946.000"
"64","2022-01-25","1701443003.000"
"2","2022-01-25","30675701.000"
"8","2022-01-25","83602439.000"
"4","2022-01-25","337799768563.000"
"1","2022-01-25","341507564299.000"
"32","2022-01-25","42025406994.000"
"16","2022-01-25","215266182351.000"
"64","2022-01-26","1235644288.000"
"2","2022-01-26","14060980.000"
"8","2022-01-26","56754167.000"
"4","2022-01-26","278999988947.000"
"1","2022-01-26","294333679512.000"
"32","2022-01-26","43889405966.000"
"16","2022-01-26","176819577289.000"
"64","2022-01-27","1343764530.000"
"2","2022-01-27","16885489.000"
"8","2022-01-27","67580907.000"
"4","2022-01-27","285809368525.000"
"1","2022-01-27","304431796082.000"
"32","2022-01-27","41994952495.000"
"16","2022-01-27","190574021079.000"
"64","2022-01-28","1126725105.000"
"2","2022-01-28","30215192.000"
"8","2022-01-28","93501211.000"
"4","2022-01-28","283928312313.000"
"1","2022-01-28","316493751672.000"
"32","2022-01-28","37089018612.000"
"16","2022-01-28","181102241929.000"
"64","2022-02-07","1147230162.000"
"2","2022-02-07","22613828.000"
"8","2022-02-07","85760199.000"
"4","2022-02-07","293856418927.000"
"1","2022-02-07","323119672212.000"
"32","2022-02-07","33876596597.000"
"16","2022-02-07","172067428053.000"
"64","2022-02-08","1108724920.000"
"2","2022-02-08","26798581.000"
"8","2022-02-08","72122856.000"
"4","2022-02-08","306164368936.000"
"1","2022-02-08","352877036195.000"
"32","2022-02-08","34921999307.000"
"16","2022-02-08","184602657805.000"
"64","2022-02-09","1224491364.000"
"2","2022-02-09","25583390.000"
"8","2022-02-09","87631835.000"
"4","2022-02-09","333609848024.000"
"1","2022-02-09","357164167280.000"
"32","2022-02-09","36392738612.000"
"16","2022-02-09","204377353217.000"
"64","2022-02-10","1135649536.000"
"2","2022-02-10","18487580.000"
"8","2022-02-10","90275815.000"
"4","2022-02-10","324234346601.000"
"1","2022-02-10","364248841099.000"
"32","2022-02-10","40602727373.000"
"16","2022-02-10","207047761552.000"
"64","2022-02-11","1374556401.000"
"2","2022-02-11","23659531.000"
"8","2022-02-11","83660463.000"
"4","2022-02-11","354248056067.000"
"1","2022-02-11","388282995904.000"
"32","2022-02-11","37864107548.000"
"16","2022-02-11","210929136211.000"
"64","2022-02-14","1262933886.000"
"2","2022-02-14","26215367.000"
"8","2022-02-14","69235947.000"
"4","2022-02-14","315169556589.000"
"1","2022-02-14","332486771197.000"
"32","2022-02-14","29024141822.000"
"16","2022-02-14","185552843225.000"
"64","2022-02-15","1184517877.000"
"2","2022-02-15","18914680.000"
"8","2022-02-15","54324425.000"
